"","time","stock","variable","value","L1"
"127",7,7.08393550659268,"Allen",6.5920113121573,1
"128",8,7.30639119770539,"Allen",7.14649509487838,1
"129",9,7.47384462790079,"Allen",7.32775176905364,1
"130",10,7.56750009954894,"Allen",7.46062796243634,1
"131",11,7.49369682729906,"Allen",7.53357504948118,1
"132",12,7.6114813852542,"Allen",7.4761734343498,1
"133",13,7.47410985305863,"Allen",7.56748727271213,1
"134",14,7.48792723491738,"Allen",7.460835942117,1
"135",15,7.81720798400267,"Allen",7.47166007050578,1
"136",16,8.33442690486934,"Allen",7.72314500636349,1
"137",17,8.00473240004931,"Allen",8.0921235652437,1
"138",18,7.7993319230127,"Allen",7.8606816626434,1
"139",19,7.58393789226019,"Allen",7.70981577232321,1
"140",20,7.52153469764064,"Allen",7.54627546542108,1
"141",21,8.81331853844151,"Allen",7.49789727929203,1
"142",22,8.05302965667377,"Allen",8.40386911340295,1
"143",23,7.81820251586818,"Allen",7.89541988442137,1
"144",24,7.77130394886346,"Allen",7.72388546927376,1
"145",25,8.11101700532457,"Allen",7.68884106455755,1
"146",26,7.75039845686052,"Allen",7.93675284035413,1
"147",27,7.36535500887976,"Allen",7.67313642729433,1
"148",28,7.94415397492145,"Allen",7.37489477938502,1
"149",29,7.58666139683521,"Allen",7.8167115601881,1
"150",30,7.83848973507748,"Allen",7.54837676051384,1
"151",31,7.58805396036932,"Allen",7.738964486632,1
"152",32,8.28964272603427,"Allen",7.54945085253797,1
"153",33,7.85736696297526,"Allen",8.0614757559511,1
"154",34,7.68073808953333,"Allen",7.75295173101497,1
"155",35,7.69367293087691,"Allen",7.62043787979339,1
"156",36,7.27707793828183,"Allen",7.63026585149779,1
"157",37,7.22675867864241,"Allen",7.30417316044995,1
"158",38,6.83868573815973,"Allen",7.26347987246981,1
"159",39,6.83648550214447,"Allen",6.94062415710662,1
"160",40,7.20181723741119,"Allen",6.93874932828392,1
"161",1,5.5,"Ricker",5.5,1
"162",2,5.38413843748528,"Ricker",5.54431144732929,1
"163",3,5.63349720391605,"Ricker",5.42789196815944,1
"164",4,6.23265019241262,"Ricker",5.67843148399081,1
"165",5,5.9333894518779,"Ricker",6.28011607916307,1
"166",6,6.43873200063419,"Ricker",5.97964478503779,1
"167",7,7.08393550659268,"Ricker",6.48696896951969,1
"168",8,7.30639119770539,"Ricker",7.13425681428017,1
"169",9,7.47384462790079,"Ricker",7.35731530077982,1
"170",10,7.56750009954894,"Ricker",7.52518330811591,1
"171",11,7.49369682729906,"Ricker",7.61905597856318,1
"172",12,7.6114813852542,"Ricker",7.54508242621749,1
"173",13,7.47410985305863,"Ricker",7.66313563101052,1
"174",14,7.48792723491738,"Ricker",7.52544916322368,1
"175",15,7.81720798400267,"Ricker",7.539299246721,1
"176",16,8.33442690486934,"Ricker",7.86929153546608,1
"177",17,8.00473240004931,"Ricker",8.38736554123021,1
"178",18,7.7993319230127,"Ricker",8.05716304544244,1
"179",19,7.58393789226019,"Ricker",7.85138018519987,1
"180",20,7.52153469764064,"Ricker",7.63553080696083,1
"181",21,8.81331853844151,"Ricker",7.57298529216,1
"182",22,8.05302965667377,"Ricker",8.86676292968627,1
"183",23,7.81820251586818,"Ricker",8.1055428667992,1
"184",24,7.77130394886346,"Ricker",7.87028801938927,1
"185",25,8.11101700532457,"Ricker",7.82329610915706,1
"186",26,7.75039845686052,"Ricker",8.16362564998143,1
"187",27,7.36535500887976,"Ricker",7.80234815835144,1
"188",28,7.94415397492145,"Ricker",7.41642893116472,1
"189",29,7.58666139683521,"Ricker",7.99647710580738,1
"190",30,7.83848973507748,"Ricker",7.63826041650874,1
"191",31,7.58805396036932,"Ricker",7.89061479922311,1
"192",32,8.28964272603427,"Ricker",7.63965609815701,1
"193",33,7.85736696297526,"Ricker",8.34252000897605,1
"194",34,7.68073808953333,"Ricker",7.90952839483214,1
"195",35,7.69367293087691,"Ricker",7.73254252767893,1
"196",36,7.27707793828183,"Ricker",7.7455047822517,1
"197",37,7.22675867864241,"Ricker",7.32792600761055,1
"198",38,6.83868573815973,"Ricker",7.27747382375283,1
"199",39,6.83648550214447,"Ricker",6.8882736454734,1
"200",40,7.20181723741119,"Ricker",6.88606650303081,1
"201",1,5.5,"Myers",5.5,1
"202",2,5.38413843748528,"Myers",5.65732415434868,1
"203",3,5.63349720391605,"Myers",5.54185904722234,1
"204",4,6.23265019241262,"Myers",5.78962011119595,1
"205",5,5.9333894518779,"Myers",6.37338646073246,1
"206",6,6.43873200063419,"Myers",6.08387053913826,1
"207",7,7.08393550659268,"Myers",6.57034125606533,1
"208",8,7.30639119770539,"Myers",7.17410876493067,1
"209",9,7.47384462790079,"Myers",7.37774142784829,1
"210",10,7.56750009954894,"Myers",7.52949103657213,1
"211",11,7.49369682729906,"Myers",7.61378933670174,1
"212",12,7.6114813852542,"Myers",7.54739416869989,1
"213",13,7.47410985305863,"Myers",7.65323446079024,1
"214",14,7.48792723491738,"Myers",7.52973034414619,1
"215",15,7.81720798400267,"Myers",7.54219293557689,1
"216",16,8.33442690486934,"Myers",7.83653986739703,1
"217",17,8.00473240004931,"Myers",8.28867502450731,1
"218",18,7.7993319230127,"Myers",8.00190433349271,1
"219",19,7.58393789226019,"Myers",7.82069056941433,1
"220",20,7.52153469764064,"Myers",7.6285423741521,1
"221",21,8.81331853844151,"Myers",7.57246779233549,1
"222",22,8.05302965667377,"Myers",8.69629522919003,1
"223",23,7.81820251586818,"Myers",8.04422896606662,1
"224",24,7.77130394886346,"Myers",7.83742120222122,1
"225",25,8.11101700532457,"Myers",7.79581030546259,1
"226",26,7.75039845686052,"Myers",8.09490212638426,1
"227",27,7.36535500887976,"Myers",7.77722871382805,1
"228",28,7.94415397492145,"Myers",7.43132588243203,1
"229",29,7.58666139683521,"Myers",7.94866377965206,1
"230",30,7.83848973507748,"Myers",7.63098551569727,1
"231",31,7.58805396036932,"Myers",7.85538925885804,1
"232",32,8.28964272603427,"Myers",7.63223459157877,1
"233",33,7.85736696297526,"Myers",8.25001688023864,1
"234",34,7.68073808953333,"Myers",7.87209124764831,1
"235",35,7.69367293087691,"Myers",7.71516437820538,1
"236",36,7.27707793828183,"Myers",7.72670592487343,1
"237",37,7.22675867864241,"Myers",7.35104163840839,1
"238",38,6.83868573815973,"Myers",7.30511446210364,1
"239",39,6.83648550214447,"Myers",6.94691288889097,1
"240",40,7.20181723741119,"Myers",6.94486182030019,1
"241",1,5.5,"GP",5.65100702254306,2
"242",2,5.38413843748528,"GP",5.51244209624018,2
"243",3,5.63349720391605,"GP",5.80827842803158,2
"244",4,6.23265019241262,"GP",6.4754377036123,2
"245",5,5.9333894518779,"GP",6.1508653754324,2
"246",6,6.43873200063419,"GP",6.68735266093783,2
"247",7,7.08393550659268,"GP",7.27873433412151,2
"248",8,7.30639119770539,"GP",7.45401207364746,2
"249",9,7.47384462790079,"GP",7.57529762379122,2
"250",10,7.56750009954894,"GP",7.63898887974927,2
"251",11,7.49369682729906,"GP",7.58905012658211,2
"252",12,7.6114813852542,"GP",7.66785053638868,2
"253",13,7.47410985305863,"GP",7.57548232433925,2
"254",14,7.48792723491738,"GP",7.58506688751119,2
"255",15,7.81720798400267,"GP",7.79376070707505,2
"256",16,8.33442690486934,"GP",8.0412597429189,2
"257",17,8.00473240004931,"GP",7.89513678508488,2
"258",18,7.7993319230127,"GP",7.78342287247035,2
"259",19,7.58393789226019,"GP",7.64985471110753,2
"260",20,7.52153469764064,"GP",7.60810679128391,2
"261",21,8.81331853844151,"GP",8.17784438594199,2
"262",22,8.05302965667377,"GP",7.91912896523909,2
"263",23,7.81820251586818,"GP",7.79433238851225,2
"264",24,7.77130394886346,"GP",7.7669811694652,2
"265",25,8.11101700532457,"GP",7.94677289173811,2
"266",26,7.75039845686052,"GP",7.75453300558234,2
"267",27,7.36535500887976,"GP",7.49778673738643,2
"268",28,7.94415397492145,"GP",7.86381016974222,2
"269",29,7.58666139683521,"GP",7.65164606755093,2
"270",30,7.83848973507748,"GP",7.80591628493087,2
"271",31,7.58805396036932,"GP",7.65256093819099,2
"272",32,8.28964272603427,"GP",8.02386243355759,2
"273",33,7.85736696297526,"GP",7.81656015140335,2
"274",34,7.68073808953333,"GP",7.7119224983544,2
"275",35,7.69367293087691,"GP",7.71996558413078,2
"276",36,7.27707793828183,"GP",7.43182437746685,2
"277",37,7.22675867864241,"GP",7.39308606137289,2
"278",38,6.83868573815973,"GP",7.06779081245621,2
"279",39,6.83648550214447,"GP",7.065818068533,2
"280",40,7.20181723741119,"GP",7.37358246270708,2
"281",1,5.5,"True",5.5,2
"282",2,5.38413843748528,"True",5.71909509234927,2
"283",3,5.63349720391605,"True",5.55589185513903,2
"284",4,6.23265019241262,"True",5.90370178618359,2
"285",5,5.9333894518779,"True",6.67173877524302,2
"286",6,6.43873200063419,"True",6.30205261336741,2
"287",7,7.08393550659268,"True",6.90694081465175,2
"288",8,7.30639119770539,"True",7.51940091826339,2
"289",9,7.47384462790079,"True",7.68093385361522,2
"290",10,7.56750009954894,"True",7.78411699548506,2
"291",11,7.49369682729906,"True",7.83471214587007,2
"292",12,7.6114813852542,"True",7.79527242741411,2
"293",13,7.47410985305863,"True",7.85668177462676,2
"294",14,7.48792723491738,"True",7.78426755170921,2
"295",15,7.81720798400267,"True",7.79205414139718,2
"296",16,8.33442690486934,"True",7.94402483682204,2
"297",17,8.00473240004931,"True",8.04899461841792,2
"298",18,7.7993319230127,"True",8.00117618839111,2
"299",19,7.58393789226019,"True",7.93745223401644,2
"300",20,7.52153469764064,"True",7.84305779571762,2
"301",21,8.81331853844151,"True",7.81052582472943,2
"302",22,8.05302965667377,"True",7.9992194205289,2
"303",23,7.81820251586818,"True",8.01238897490497,2
"304",24,7.77130394886346,"True",7.94438478141476,2
"305",25,8.11101700532457,"True",7.92675534291566,2
"306",26,7.75039845686052,"True",8.02394557755947,2
"307",27,7.36535500887976,"True",7.9184659701507,2
"308",28,7.94415397492145,"True",7.71910575940164,2
"309",29,7.58666139683521,"True",7.98507689954144,2
"310",30,7.83848973507748,"True",7.84442505165979,2
"311",31,7.58805396036932,"True",7.95159544456624,2
"312",32,8.28964272603427,"True",7.84512244370179,2
"313",33,7.85736696297526,"True",8.04645170503523,2
"314",34,7.68073808953333,"True",7.95807908556951,2
"315",35,7.69367293087691,"True",7.88893541072923,2
"316",36,7.27707793828183,"True",7.89464019574851,2
"317",37,7.22675867864241,"True",7.66122262941851,2
"318",38,6.83868573815973,"True",7.62625997965728,2
"319",39,6.83648550214447,"True",7.31058606585156,2
"320",40,7.20181723741119,"True",7.30857328161409,2
"321",1,5.5,"MLE",5.5,2
"322",2,5.38413843748528,"MLE",5.57332427322944,2
"323",3,5.63349720391605,"MLE",5.41756374412058,2
"324",4,6.23265019241262,"MLE",5.74960503847191,2
"325",5,5.9333894518779,"MLE",6.48515345706617,2
"326",6,6.43873200063419,"MLE",6.13053410337195,2
"327",7,7.08393550659268,"MLE",6.71165846250304,2
"328",8,7.30639119770539,"MLE",7.30788812549452,2
"329",9,7.47384462790079,"MLE",7.46824323290784,2
"330",10,7.56750009954894,"MLE",7.57216130186955,2
"331",11,7.49369682729906,"MLE",7.62378758104883,2
"332",12,7.6114813852542,"MLE",7.58349793894582,2
"333",13,7.47410985305863,"MLE",7.64639619070483,2
"334",14,7.48792723491738,"MLE",7.57231414682507,2
"335",15,7.81720798400267,"MLE",7.58022492182207,2
"336",16,8.33442690486934,"MLE",7.73804651547079,2
"337",17,8.00473240004931,"MLE",7.86333152359152,2
"338",18,7.7993319230127,"MLE",7.80101248041104,2
"339",19,7.58393789226019,"MLE",7.73101343988062,2
"340",20,7.52153469764064,"MLE",7.63236044899073,2
"341",21,8.81331853844151,"MLE",7.59903925086151,2
"342",22,8.05302965667377,"MLE",7.84370428455462,2
"343",23,7.81820251586818,"MLE",7.81401195461377,2
"344",24,7.77130394886346,"MLE",7.73843255954974,2
"345",25,8.11101700532457,"MLE",7.71962757377192,2
"346",26,7.75039845686052,"MLE",7.8278685505306,2
"347",27,7.36535500887976,"MLE",7.71085056528122,2
"348",28,7.94415397492145,"MLE",7.50651283661925,2
"349",29,7.58666139683521,"MLE",7.78283896698212,2
"350",30,7.83848973507748,"MLE",7.6337666880059,2
"351",31,7.58805396036932,"MLE",7.74618668323403,2
"352",32,8.28964272603427,"MLE",7.63448415942634,2
"353",33,7.85736696297526,"MLE",7.85850633387753,2
"354",34,7.68073808953333,"MLE",7.75319494666068,2
"355",35,7.69367293087691,"MLE",7.6798571508242,2
"356",36,7.27707793828183,"MLE",7.68581471887372,2
"357",37,7.22675867864241,"MLE",7.44854804727907,2
"358",38,6.83868573815973,"MLE",7.41371226932175,2
"359",39,6.83648550214447,"MLE",7.10310324297099,2
"360",40,7.20181723741119,"MLE",7.10113905285097,2
"361",1,5.5,"Allen",5.5,2
"362",2,5.38413843748528,"Allen",5.5832213433164,2
"363",3,5.63349720391605,"Allen",5.40471831813396,2
"364",4,6.23265019241262,"Allen",5.78467741043009,2
"365",5,5.9333894518779,"Allen",6.61077141649045,2
"366",6,6.43873200063419,"Allen",6.21642640612937,2
"367",7,7.08393550659268,"Allen",6.85640743176359,2
"368",8,7.30639119770539,"Allen",7.45763885624482,2
"369",9,7.47384462790079,"Allen",7.59767929255208,2
"370",10,7.56750009954894,"Allen",7.67831882385039,2
"371",11,7.49369682729906,"Allen",7.71390549456322,2
"372",12,7.6114813852542,"Allen",7.68643658275211,2
"373",13,7.47410985305863,"Allen",7.72823463088289,2
"374",14,7.48792723491738,"Allen",7.67842930679757,2
"375",15,7.81720798400267,"Allen",7.68410910332717,2
"376",16,8.33442690486934,"Allen",7.77486663192802,2
"377",17,8.00473240004931,"Allen",7.74325185484388,2
"378",18,7.7993319230127,"Allen",7.78794693697356,2
"379",19,7.58393789226019,"Allen",7.77215296654844,2
"380",20,7.52153469764064,"Allen",7.71943974883179,2
"381",21,8.81331853844151,"Allen",7.69730011069575,2
"382",22,8.05302965667377,"Allen",7.53012109539033,2
"383",23,7.81820251586818,"Allen",7.78677163269345,2
"384",24,7.77130394886346,"Allen",7.77501011042509,2
"385",25,8.11101700532457,"Allen",7.76738447786027,2
"386",26,7.75039845686052,"Allen",7.782910612594,2
"387",27,7.36535500887976,"Allen",7.76341952698582,2
"388",28,7.94415397492145,"Allen",7.62854075035819,2
"389",29,7.58666139683521,"Allen",7.78679246747825,2
"390",30,7.83848973507748,"Allen",7.72033609898377,2
"391",31,7.58805396036932,"Allen",7.77776441726065,2
"392",32,8.28964272603427,"Allen",7.72079215106339,2
"393",33,7.85736696297526,"Allen",7.75433132641669,2
"394",34,7.68073808953333,"Allen",7.78003190772451,2
"395",35,7.69367293087691,"Allen",7.74769354280211,2
"396",36,7.27707793828183,"Allen",7.75090568989016,2
"397",37,7.22675867864241,"Allen",7.58134921075422,2
"398",38,6.83868573815973,"Allen",7.55179996809204,2
"399",39,6.83648550214447,"Allen",7.26165806210524,2
"400",40,7.20181723741119,"Allen",7.25971065615576,2
"401",1,5.5,"Ricker",5.5,2
"402",2,5.38413843748528,"Ricker",5.88999767903012,2
"403",3,5.63349720391605,"Ricker",5.78814206349527,2
"404",4,6.23265019241262,"Ricker",6.00628189342289,2
"405",5,5.9333894518779,"Ricker",6.51420764733851,2
"406",6,6.43873200063419,"Ricker",6.26334795464792,2
"407",7,7.08393550659268,"Ricker",6.68371371690435,2
"408",8,7.30639119770539,"Ricker",7.19762697670161,2
"409",9,7.47384462790079,"Ricker",7.36902821616465,2
"410",10,7.56750009954894,"Ricker",7.49612750625701,2
"411",11,7.49369682729906,"Ricker",7.56649902142252,2
"412",12,7.6114813852542,"Ricker",7.51108684362533,2
"413",13,7.47410985305863,"Ricker",7.59937013909827,2
"414",14,7.48792723491738,"Ricker",7.4963275143037,2
"415",15,7.81720798400267,"Ricker",7.50674161930844,2
"416",16,8.33442690486934,"Ricker",7.75164441179991,2
"417",17,8.00473240004931,"Ricker",8.12382363935412,2
"418",18,7.7993319230127,"Ricker",7.88833244621767,2
"419",19,7.58393789226019,"Ricker",7.73850952728565,2
"420",20,7.52153469764064,"Ricker",7.57879757003872,2
"421",21,8.81331853844151,"Ricker",7.53202499093483,2
"422",22,8.05302965667377,"Ricker",8.4551126123002,2
"423",23,7.81820251586818,"Ricker",7.92321279868329,2
"424",24,7.77130394886346,"Ricker",7.75237463122524,2
"425",25,8.11101700532457,"Ricker",7.71787836900051,2
"426",26,7.75039845686052,"Ricker",7.96491697617279,2
"427",27,7.36535500887976,"Ricker",7.70246063639112,2
"428",28,7.94415397492145,"Ricker",7.41396998028766,2
"429",29,7.58666139683521,"Ricker",7.8443954641046,2
"430",30,7.83848973507748,"Ricker",7.58083374795324,2
"431",31,7.58805396036932,"Ricker",7.76725783942013,2
"432",32,8.28964272603427,"Ricker",7.5818747061639,2
"433",33,7.85736696297526,"Ricker",8.09219372042248,2
"434",34,7.68073808953333,"Ricker",7.7810854852805,2
"435",35,7.69367293087691,"Ricker",7.6509048123692,2
"436",36,7.27707793828183,"Ricker",7.66049906384452,2
"437",37,7.22675867864241,"Ricker",7.34660977661429,2
"438",38,6.83868573815973,"Ricker",7.30800807014466,2
"439",39,6.83648550214447,"Ricker",7.00524734771366,2
"440",40,7.20181723741119,"Ricker",7.00350508649268,2
"441",1,5.5,"Myers",5.5,2
"442",2,5.38413843748528,"Myers",5.64327836549781,2
"443",3,5.63349720391605,"Myers",5.52372375050319,2
"444",4,6.23265019241262,"Myers",5.77936050054663,2
"445",5,5.9333894518779,"Myers",6.36772086203312,2
"446",6,6.43873200063419,"Myers",6.07845649949794,2
"447",7,7.08393550659268,"Myers",6.56155120391872,2
"448",8,7.30639119770539,"Myers",7.14025250079447,2
"449",9,7.47384462790079,"Myers",7.33002486162675,2
"450",10,7.56750009954894,"Myers",7.46963987368219,2
"451",11,7.49369682729906,"Myers",7.54652706782614,2
"452",12,7.6114813852542,"Myers",7.48600916482464,2
"453",13,7.47410985305863,"Myers",7.58233944725647,2
"454",14,7.48792723491738,"Myers",7.46985882124097,2
"455",15,7.81720798400267,"Myers",7.48125577240469,2
"456",16,8.33442690486934,"Myers",7.7473796248582,2
"457",17,8.00473240004931,"Myers",8.14468619618424,2
"458",18,7.7993319230127,"Myers",7.89430734559564,2
"459",19,7.58393789226019,"Myers",7.73319968834031,2
"460",20,7.52153469764064,"Myers",7.55993372751718,2
"461",21,8.81331853844151,"Myers",7.50889826807222,2
"462",22,8.05302965667377,"Myers",8.49092062884237,2
"463",23,7.81820251586818,"Myers",7.93161377428003,2
"464",24,7.77130394886346,"Myers",7.7481676300768,2
"465",25,8.11101700532457,"Myers",7.71090556234502,2
"466",26,7.75039845686052,"Myers",7.97611823392983,2
"467",27,7.36535500887976,"Myers",7.69422797644372,2
"468",28,7.94415397492145,"Myers",7.37950123399809,2
"469",29,7.58666139683521,"Myers",7.84720587404354,2
"470",30,7.83848973507748,"Myers",7.56215248478494,2
"471",31,7.58805396036932,"Myers",7.76422143325183,2
"472",32,8.28964272603427,"Myers",7.56328668641717,2
"473",33,7.85736696297526,"Myers",8.11126114120237,2
"474",34,7.68073808953333,"Myers",7.77912436309763,2
"475",35,7.69367293087691,"Myers",7.63835335149608,2
"476",36,7.27707793828183,"Myers",7.64876363091583,2
"477",37,7.22675867864241,"Myers",7.30530016063318,2
"478",38,6.83868573815973,"Myers",7.26265877528327,2
"479",39,6.83648550214447,"Myers",6.92527529178817,2
"480",40,7.20181723741119,"Myers",6.92331907438163,2
"481",1,5.5,"GP",5.66765625160174,3
"482",2,5.38413843748528,"GP",5.52702391731682,3
"483",3,5.63349720391605,"GP",5.82730057847336,3
"484",4,6.23265019241262,"GP",6.50234267855585,3
"485",5,5.9333894518779,"GP",6.17467359061342,3
"486",6,6.43873200063419,"GP",6.71484493800758,3
"487",7,7.08393550659268,"GP",7.29608186325165,3
"488",8,7.30639119770539,"GP",7.46259621649455,3
"489",9,7.47384462790079,"GP",7.57523050730122,3
"490",10,7.56750009954894,"GP",7.63327754928886,3
"491",11,7.49369682729906,"GP",7.58783530551259,3
"492",12,7.6114813852542,"GP",7.65928492012341,3
"493",13,7.47410985305863,"GP",7.57539992753343,3
"494",14,7.48792723491738,"GP",7.58418858049702,3
"495",15,7.81720798400267,"GP",7.77007612938319,3
"496",16,8.33442690486934,"GP",7.9663660544393,3
"497",17,8.00473240004931,"GP",7.85508645995841,3
"498",18,7.7993319230127,"GP",7.76116896422163,3
"499",19,7.58393789226019,"GP",7.64309195007245,3
"500",20,7.52153469764064,"GP",7.60523901209099,3
"501",21,8.81331853844151,"GP",8.03871234191055,3
"502",22,8.05302965667377,"GP",7.87445910957799,3
"503",23,7.81820251586818,"GP",7.77056754821632,3
"504",24,7.77130394886346,"GP",7.74692500376799,3
"505",25,8.11101700532457,"GP",7.89633692035056,3
"506",26,7.75039845686052,"GP",7.73608037144487,3
"507",27,7.36535500887976,"GP",7.50353170621121,3
"508",28,7.94415397492145,"GP",7.82931890061811,3
"509",29,7.58666139683521,"GP",7.64470723329888,3
